UserType,DemoInfo,Distribution
0,1,9
0,2,24
0,3,35
0,4,31
1,1,10
1,2,25
1,3,37
1,4,26
2,1,10
2,2,22
2,3,43
2,4,23
3,1,12
3,2,26
3,3,35
3,4,25
