UserType,DemoInfo,Distribution
0,1,9
0,2,24
0,3,34
0,4,30
1,1,5
1,2,23
1,3,38
1,4,33
2,1,12
2,2,25
2,3,40
2,4,21
3,1,13
3,2,28
3,3,40
3,4,17
