UserType,DemoInfo,Distribution
0,1,9
0,2,24
0,3,35
0,4,30
1,1,8
1,2,22
1,3,37
1,4,31
2,1,8
2,2,24
2,3,44
2,4,22
3,1,8
3,2,30
3,3,32
3,4,29
