UserType,DemoInfo,Distribution
0,1,9
0,2,24
0,3,35
0,4,30
1,1,6
1,2,22
1,3,40
1,4,31
2,1,10
2,2,23
2,3,41
2,4,24
3,1,12
3,2,23
3,3,44
3,4,19
