UserType,DemoInfo,Distribution
0,1,88
0,2,5
0,3,3
0,4,1
0,5,0
0,6,0
0,7,0
0,8,0
1,1,86
1,2,6
1,3,4
1,4,1
1,5,0
1,6,0
1,7,0
1,8,0
2,1,77
2,2,9
2,3,5
2,4,2
2,5,1
2,6,2
2,7,0
2,8,0
3,1,68
3,2,12
3,3,10
3,4,3
3,5,1
3,6,1
3,7,0
3,8,0
