UserType,DemoInfo,Distribution
0,1,19
0,2,19
0,3,14
0,4,11
0,5,9
0,6,12
0,7,12
1,1,15
1,2,19
1,3,13
1,4,11
1,5,10
1,6,14
1,7,14
2,1,32
2,2,31
2,3,15
2,4,8
2,5,2
2,6,7
2,7,1
3,1,36
3,2,22
3,3,5
3,4,8
3,5,13
3,6,5
3,7,9
