UserType,DemoInfo,Distribution
0,1,88
0,2,5
0,3,3
0,4,1
0,5,0
0,6,0
0,7,0
0,8,0
1,1,83
1,2,7
1,3,4
1,4,1
1,5,0
1,6,1
1,7,0
1,8,0
2,1,78
2,2,8
2,3,7
2,4,2
2,5,0
2,6,1
2,7,0
2,8,0
3,1,72
3,2,11
3,3,8
3,4,3
3,5,1
3,6,2
3,7,0
3,8,0
