UserType,DemoInfo,Distribution
0,1,9
0,2,24
0,3,35
0,4,30
1,1,14
1,2,33
1,3,38
1,4,13
2,1,13
2,2,48
2,3,34
2,4,2
3,1,31
3,2,40
3,3,25
3,4,3
