UserType,DemoInfo,Distribution
0,1,87
0,2,5
0,3,3
0,4,1
0,5,0
0,6,0
0,7,0
0,8,0
1,1,78
1,2,9
1,3,6
1,4,2
1,5,0
1,6,1
1,7,0
1,8,0
2,1,83
2,2,8
2,3,5
2,4,1
2,5,0
2,6,0
2,7,0
2,8,0
3,1,75
3,2,12
3,3,3
3,4,1
3,5,1
3,6,3
3,7,1
3,8,0
