UserType,DemoInfo,Distribution
0,1,19
0,2,19
0,3,14
0,4,11
0,5,9
0,6,12
0,7,12
1,1,18
1,2,25
1,3,18
1,4,10
1,5,8
1,6,9
1,7,9
2,1,33
2,2,37
2,3,11
2,4,8
2,5,6
2,6,0
2,7,1
3,1,25
3,2,34
3,3,21
3,4,8
3,5,0
3,6,6
3,7,4
