UserType,DemoInfo,Distribution
0,1,19
0,2,19
0,3,14
0,4,11
0,5,9
0,6,12
0,7,12
1,1,12
1,2,20
1,3,17
1,4,12
1,5,10
1,6,13
1,7,12
2,1,33
2,2,33
2,3,18
2,4,8
2,5,1
2,6,1
2,7,2
3,1,15
3,2,36
3,3,18
3,4,6
3,5,9
3,6,10
3,7,4
