UserType,DemoInfo,Distribution
0,1,0.09388691842269976
0,2,0.23986369010362335
0,3,0.34637318311426385
0,4,0.2948744697127756
1,1,0.00107796091522359
1,2,0.003755476736907991
1,3,0.006885040684331317
1,4,0.006537311356839836
2,1,0.00024341052924403643
2,2,0.0008345503859795535
2,3,0.001634327839209959
2,4,0.0018081925029556994
3,1,0.00027818346199318453
3,2,0.0003477293274914806
3,3,0.0009040962514778497
3,4,0.0006954586549829612
