UserType,DemoInfo,Distribution
0,1,9
0,2,24
0,3,35
0,4,30
1,1,5
1,2,20
1,3,36
1,4,37
2,1,6
2,2,19
2,3,44
2,4,29
3,1,9
3,2,21
3,3,45
3,4,23
