UserType,DemoInfo,Distribution
0,1,0.09242645524723556
0,2,0.23871618332290145
0,3,0.3484595590792127
0,4,0.3015160998678629
1,1,0.002364559426942068
1,2,0.0046943459211349885
1,3,0.005946171500104319
1,4,0.002190694763196328
2,1,0.000521593991237221
2,2,0.0006259127894846651
2,3,0.0008345503859795535
2,4,6.954586549829613e-05
3,1,0.0001738646637457403
3,2,0.0007650045204812574
3,3,0.0005563669239863691
3,4,0.00013909173099659226
