UserType,DemoInfo,Distribution
0,1,0.07858682801307462
0,2,0.2035955212462619
0,3,0.2941790110577926
0,4,0.2607622226858613
1,1,0.013735308435913486
1,2,0.03449474928715488
1,3,0.049829612629529174
1,4,0.03619862299186313
2,1,0.002016830099450588
2,2,0.004346616593643508
2,3,0.008588914389039571
2,4,0.004624800055636692
3,1,0.0011475067807218862
3,2,0.002364559426942068
3,3,0.003199109812921622
3,4,0.00232978649419292
