UserType,DemoInfo,Distribution
0,1,9
0,2,24
0,3,35
0,4,31
1,1,11
1,2,30
1,3,41
1,4,16
2,1,13
2,2,37
2,3,45
2,4,3
3,1,18
3,2,36
3,3,40
3,4,4
