UserType,DemoInfo,Distribution
0,1,0.6665971208011684
0,2,0.21121079351832533
0,3,0.005042075248626469
1,1,0.08585437095764657
1,2,0.023263092009180055
1,3,0.0006954586549829612
2,1,0.0030252451491758815
2,2,0.0017038737047082551
3,1,0.0019125113012031436
3,2,0.0006954586549829612
