UserType,DemoInfo,Distribution
0,1,9
0,2,24
0,3,34
0,4,30
1,1,8
1,2,22
1,3,38
1,4,30
2,1,9
2,2,23
2,3,42
2,4,24
3,1,10
3,2,24
3,3,46
3,4,18
