UserType,DemoInfo,Distribution
0,0,70
0,1,40
0,2,74
0,3,30
1,0,60
1,1,70
1,2,11
1,3,5
2,0,40
2,1,28
2,2,3
2,3,5
3,0,20
3,1,10
3,2,15
3,3,10
