UserType,DemoInfo,Distribution
0,1,11
0,2,24
0,3,33
0,4,31
1,1,7
1,2,23
1,3,35
1,4,33
2,1,7
2,2,24
2,3,39
2,4,28
3,1,10
3,2,28
3,3,41
3,4,19
