UserType,DemoInfo,Distribution
0,1,0.7155921830447179
0,2,0.22230335906530357
0,3,0.005424577508867098
1,1,0.01863829195354336
1,2,0.005876625634606023
1,3,6.954586549829613e-05
2,1,0.01582168440086237
2,2,0.005911398567355171
2,3,0.00010431879824744419
3,1,0.007337088810070241
3,2,0.002781834619931845
3,3,0.00013909173099659226
