UserType,DemoInfo,Distribution
0,1,87
0,2,5
0,3,3
0,4,1
0,5,0
0,6,0
0,7,0
0,8,0
1,1,84
1,2,6
1,3,5
1,4,1
1,5,0
1,6,1
1,7,0
1,8,0
2,1,69
2,2,10
2,3,11
2,4,1
2,5,1
2,6,3
2,7,0
2,8,0
3,1,70
3,2,9
3,3,9
3,4,3
3,5,3
3,6,4
3,7,0
3,8,0
